year,county,city,asmDist,senDist,flName,program,WABgrant
2024,Dane,Madison,48,16,Salon Piano Series,CPP/PRA,"2,850"
2024,Sauk,Spring Green,40,17,American Players Theatre of Wisconsin,CPP/PRA,"12,000"
2024,Sauk,Spring Green,40,17,American Players Theatre of Wisconsin,CPP/PRA,"7,360"
2024,Richland,Viola,41,17,"Driftless Curiosity, Inc.",CCP/FOL,"6,000"
2023,Grant,Platteville,49,17,Friends of Our Gallery,CCP/LAA,"3,100"
2023,Dane,Oregon,50,17,Village of Oregon,CCP/LAA,"4,100"
2023,Green,Monroe,50,17,Monroe Arts Center,CPP/PRA,830
2023,Green,Monroe,50,17,Monroe Arts Center,CPP/PRA,"1,750"
2024,Green,Monroe,50,17,Monroe Arts Center,CPP/PRA,"2,000"
2024,Green,Monroe,50,17,Monroe Arts Center,CPP/PRA,"1,180"
2023,Iowa,Dodgeville,51,17,Folklore Village Farm,CPP/PRA,830
2023,Iowa,Dodgeville,51,17,Folklore Village Farm,CPP/PRA,"1,730"
2023,Iowa,Mineral Point,51,17,Shake Rag Alley,CPP/PRA,"1,050"
2023,Iowa,Mineral Point,51,17,Shake Rag Alley,CPP/PRA,"2,210"
2024,Iowa,Mineral Point,51,17,Shake Rag Alley,CPP/PRA,"3,960"
2024,Lafayette,Blanchardville,51,17,Blanchardville Public Library,XSA,"2,500"
2024,Iowa,Dodgeville,51,17,Folklore Village Farm,CPP/PRA,"1,030"
2024,Iowa,Dodgeville,51,17,Folklore Village Farm,CPP/PRA,"1,910"
2023,Outagamie,Appleton,52,18,Appleton Boychoir,CPP/PRA,"2,460"
2023,Outagamie,Appleton,52,18,NewVoices,CPP/COA,"2,460"
2023,Outagamie,Appleton,52,18,Trout Museum of Art,CPP/COA,"3,750"
2024,Outagamie,Appleton,52,18,Appleton Boychoir,CPP/PRA,"2,850"
2024,Outagamie,Appleton,52,18,"Ballet, Inc.",CPP/PRA,"2,850"
2024,Outagamie,Appleton,52,18,The Building for Kids,CCP/AIE,"3,900"
2024,Outagamie,Appleton,52,18,Fox Cities Performing Arts Center,CPP/PRA,"12,340"
2024,Outagamie,Appleton,52,18,NewVoices,CPP/COA,"2,850"
2024,Outagamie,Appleton,52,18,Trout Museum of Art,CPP/COA,"4,310"
2023,Winnebago,Neenah,53,18,Bergstrom-Mahler Museum of Glass,CPP/PRA,"7,510"
2024,Winnebago,Neenah,53,18,Bergstrom-Mahler Museum of Glass,CPP/PRA,"8,620"
2023,Winnebago,Oshkosh,54,18,The Grand Oshkosh,CPP/PRA,"3,170"
2023,Winnebago,Oshkosh,54,18,The Grand Oshkosh,CPP/PRA,"5,120"
2023,Winnebago,Oshkosh,54,18,Oshkosh Area Community Foundation,RGT,"7,600"
2023,Winnebago,Oshkosh,54,18,Paine Art Center & Gardens,CPP/PRA,"8,530"
2024,Winnebago,Oshkosh,54,18,Oshkosh Area Community Foundation,RGT,"7,600"
2024,Winnebago,Oshkosh,54,18,Paine Art Center & Gardens,CPP/PRA,"9,790"
2023,Outagamie,Appleton,55,19,Fox Valley Symphony Orchestra,CPP/PRA,"6,980"
2024,Outagamie,Appleton,55,19,Fox Valley Symphony Orchestra,CPP/PRA,"6,980"
2023,Waupaca,Weyauwega,57,19,Weyauwega Arts Organization,CPP/PRA,860
2023,Waupaca,Weyauwega,57,19,Weyauwega Arts Organization,CPP/PRA,"1,830"
2023,Washington,West Bend,58,20,Kettle Moraine Symphony,CCP/AIE,"4,070"
2023,Washington,West Bend,58,20,Museum of Wisconsin Art,CPP/PRA,"2,480"
2023,Washington,West Bend,58,20,Museum of Wisconsin Art,CPP/PRA,"5,220"
2024,Washington,West Bend,58,20,Museum of Wisconsin Art,CPP/PRA,"5,840"
2024,Washington,West Bend,58,20,Museum of Wisconsin Art,CPP/PRA,"3,000"
2024,Washington,Kewaskum,59,20,Kewaskum Middle School,CCP/AIE,"4,000"
2023,Racine,Racine,62,21,Choral Arts Society,CPP/COA,"2,460"
2023,Racine,Racine,62,21,Racine Art Museum,CPP/PRA,"8,790"
2023,Racine,Racine,62,21,Racine Arts Council,RGT,"4,000"
2023,Racine,Racine,62,21,Racine Concert Band Association,CPP/PRA,"2,460"
2023,Racine,Racine,62,21,Racine Symphony Orchestra Association,CPP/PRA,"2,610"
2023,Racine,Racine,62,21,Racine Theatre Guild,CPP/COA,"2,890"
2023,Racine,Racine,62,21,Racine Theatre Guild,CPP/COA,"6,090"
2024,Racine,Racine,62,21,Racine Theatre Guild,CPP/COA,"3,000"
2024,Racine,Racine,62,21,Racine Theatre Guild,CPP/COA,"7,630"
2024,Racine,Racine,62,21,Choral Arts Society,CPP/COA,"2,850"
2024,Racine,Racine,62,21,Racine Art Museum,CPP/PRA,"10,040"
2024,Racine,Racine,62,21,Racine Arts Council,RGT,"4,300"
2024,Racine,Racine,62,21,Racine Concert Band Association,CPP/PRA,"2,850"
2024,Racine,Racine,62,21,Racine Symphony Orchestra Association,CPP/PRA,"3,010"
2024,Milwaukee,Franklin,63,21,Forte Theatre Company,CCP/AIE,"3,500"
2023,Kenosha,Kenosha,64,22,Boys and Girls Club of Kenosha,CCP/AIE,"4,820"
2024,Kenosha,Kenosha,64,22,Boys and Girls Club of Kenosha,CCP/AIE,"6,000"
2023,Kenosha,Kenosha,65,22,Kenosha Opera Festival,CCP/LAA,"2,100"
2023,Kenosha,Kenosha,65,22,Kenosha Symphony Association,CPP/PRA,"2,460"
2024,Kenosha,Kenosha,65,22,Kenosha Symphony Association,CPP/PRA,"2,850"
2023,Racine,Racine,66,22,ArtRoot,CCP/LAA,"4,100"
2023,Racine,Racine,66,22,Mahogany Black Arts & Cultural Center,ACI,"2,000"
2023,Racine,Racine,66,22,Mahogany Black Arts & Cultural Center,CCP/LAA,"2,400"
2024,Racine,Racine,66,22,ArtRoot,CCP/LAA,"6,000"
2024,Racine,Racine,66,22,Mahogany Black Arts & Cultural Center,ACI,"3,000"
2023,Barron,Rice Lake,67,23,"Red Cedar Symphony, Ltd.",CPP/PRA,790
2023,Barron,Rice Lake,67,23,"Red Cedar Symphony, Ltd.",CPP/PRA,"1,670"
2024,Barron,Rice Lake,67,23,"Red Cedar Symphony, Ltd.",CPP/COA,"2,850"
2023,Rusk,Ladysmith,68,23,Flambeau Valley Arts Association,CPP/PRA,790
2023,Rusk,Ladysmith,68,23,Flambeau Valley Arts Association,CPP/PRA,"1,670"
2024,Rusk,Ladysmith,68,23,Flambeau Valley Arts Association,CPP/COA,"2,850"
2024,Taylor,Medford,69,23,Medford Area Community Theater,XSA,"2,500"
2024,Chippewa,Chippewa Falls,92,23,Chippewa Valley Cultural Association,CPP/PRA,"4,360"
2024,Jackson,Black River Falls,70,24,Red Creek Elementary,XSA,"2,500"
2023,Juneau,Mauston,70,24,City of Mauston,CCP/LAA,"2,000"
2023,Marathon,Plover,71,24,Very Young Composers,CCP/AIE,"5,770"
2023,Portage,Stevens Point,71,24,Central Wisconsin Symphony Orchestra,CPP/PRA,790
2023,Portage,Stevens Point,71,24,Central Wisconsin Symphony Orchestra,CPP/PRA,"1,670"
2023,Portage,Stevens Point,71,24,Monteverdi Master Chorale,CPP/COA,790
2023,Portage,Stevens Point,71,24,Monteverdi Master Chorale,CPP/COA,"1,670"
2023,Portage,Stevens Point,71,24,Point Dance Ensemble,CPP/COA,"2,460"
2024,Marathon,Plover,71,24,Very Young Composers,CCP/AIE,"5,500"
2024,Portage,Stevens Point,71,24,Central Wisconsin Symphony Orchestra,CPP/PRA,"2,000"
2024,Portage,Stevens Point,71,24,Central Wisconsin Symphony Orchestra,CPP/PRA,850
2024,Portage,Stevens Point,71,24,Monteverdi Master Chorale,CPP/COA,850
2024,Portage,Stevens Point,71,24,Monteverdi Master Chorale,CPP/COA,"2,000"
2024,Portage,Stevens Point,71,24,Point Dance Ensemble,CPP/COA,"2,850"
2023,Wood,Wisconsin Rapids,72,24,Central Wisconsin Cultural Center,CCP/LAA,"4,200"
2023,Wood,Wisconsin Rapids,72,24,Wisconsin Rapids Community Theatre,CPP/COA,790
2023,Wood,Wisconsin Rapids,72,24,Wisconsin Rapids Community Theatre,CPP/COA,"1,670"
2024,Wood,Wisconsin Rapids,72,24,Wisconsin Rapids Community Theatre,CPP/COA,850
2024,Wood,Wisconsin Rapids,72,24,Wisconsin Rapids Community Theatre,CPP/COA,"2,000"
2024,Price,Phillips,68,25,"Friends of Fred Smith, Inc.",XSA,"2,500"
2023,Ashland,La Pointe,73,25,La Pointe Center,RGT,"4,000"
2023,Ashland,Ashland,73,25,Northland College,CCP/LAA,"4,400"
2023,Ashland,Odanah,73,25,April L. Stone,FAA,"3,500"
2023,Bayfield,Washburn,73,25,Chequamegon Bay Arts Council,RGT,"8,500"
2023,Bayfield,Bayfield,73,25,Lake Superior Big Top Chautauqua,CPP/PRA,840
2023,Bayfield,Bayfield,73,25,Lake Superior Big Top Chautauqua,CPP/PRA,"8,490"
2023,Douglas,Superior,73,25,City of Superior,CCP/LAA,"2,200"
2024,Ashland,Ashland,73,25,Jarrod Dahl,FAA,"3,500"
2024,Ashland,La Pointe,73,25,La Pointe Center,CCP/LAA,"6,000"
2024,Ashland,La Pointe,73,25,La Pointe Center,RGT,"3,500"
2024,Ashland,Odanah,73,25,April L. Stone,FAA,"3,500"
2024,Bayfield,Washburn,73,25,Chequamegon Bay Arts Council,RGT,"8,700"
2024,Bayfield,Bayfield,73,25,Lake Superior Big Top Chautauqua,CPP/PRA,"10,020"
2024,Douglas,Superior,73,25,City of Superior,CCP/LAA,"2,800"
2023,Sawyer,Hayward,74,25,Native American Educational Technologies,WIA,"5,000"
2024,Bayfield,Cable,74,25,Chequamegon Childrens Theatre,CPP/COA,"2,850"
2024,Iron,Hurley,74,25,National Finnish-American Festival,XSA,"1,520"
2024,Washburn,Shell Lake,74,25,Shell Lake Arts Center,CPP/PRA,"2,980"
2024,Dane,Madison,76,26,Madison Contemporary Dance,CCP/LAA,"6,000"
2023,Dane,Madison,76,26,ARTS for ALL Wisconsin,CPP/PRA,"2,170"
2023,Dane,Madison,76,26,ARTS for ALL Wisconsin,CPP/PRA,"4,590"
2023,Dane,Madison,76,26,Bach Dancing & Dynamite Society,CPP/PRA,"2,460"
2023,Dane,Madison,76,26,Childrens Theater of Madison,CPP/PRA,"12,510"
2023,Dane,Madison,76,26,Create Wisconsin,XSA,"12,000"
2023,Dane,Madison,76,26,Dane Dances,CPP/PRA,790
2023,Dane,Madison,76,26,Dane Dances,CPP/PRA,"1,670"
2023,Dane,Madison,76,26,Forward Theater Company,CPP/PRA,"11,070"
2023,Dane,Madison,76,26,Kanopy Dance Theatre,CPP/PRA,"3,200"
2023,Dane,Madison,76,26,Madison Arts Commission,RGT,"11,500"
2023,Dane,Madison,76,26,Madison Bach Musicians,CPP/PRA,790
2023,Dane,Madison,76,26,Madison Bach Musicians,CPP/PRA,"1,670"
2023,Dane,Madison,76,26,Madison Childrens Museum,CPP/PRA,"10,190"
2023,Dane,Madison,76,26,Madison Contemporary Dance,CCP/LAA,"3,800"
2023,Dane,Madison,76,26,Madison Flute Club,CPP/PRA,"2,460"
2023,Dane,Madison,76,26,Madison Museum of Contemporary Art,CPP/PRA,"9,710"
2023,Dane,Madison,76,26,Madison Music Collective,CPP/PRA,"2,460"
2023,Dane,Madison,76,26,Madison Opera,CPP/PRA,"14,140"
2023,Dane,Madison,76,26,Madison Savoyards,CPP/PRA,790
2023,Dane,Madison,76,26,Madison Savoyards,CPP/PRA,"1,670"
2023,Dane,Madison,76,26,Madison Symphony Orchestra,CPP/PRA,"17,330"
2023,Dane,Madison,76,26,Madison Youth Choirs,CPP/PRA,"3,920"
2023,Dane,Madison,76,26,Overture Center Foundation,CPP/PRA,"19,520"
2023,Dane,Madison,76,26,TNW Ensemble Theater,CPP/PRA,"2,780"
2023,Dane,Madison,76,26,Wisconsin Chamber Orchestra,CPP/PRA,"7,730"
2023,Dane,Madison,76,26,Wisconsin Youth Symphony Orchestra,CPP/COA,"7,600"
2024,Dane,Madison,76,26,Arts & Literature Laboratory,CCP/AIE,"6,000"
2024,Dane,Madison,76,26,ARTS for ALL Wisconsin,CPP/PRA,"1,110"
2024,Dane,Madison,76,26,ARTS for ALL Wisconsin,CPP/PRA,"6,680"
2024,Dane,Madison,76,26,Bach Dancing & Dynamite Society,CPP/PRA,"2,850"
2024,Dane,Madison,76,26,Childrens Theater of Madison,CPP/PRA,"14,950"
2024,Dane,Madison,76,26,Create Wisconsin,XSA,"12,000"
2024,Dane,Madison,76,26,Cultural Connections,CCP/LAA,"6,000"
2024,Dane,Madison,76,26,Forward Theater Company,CPP/PRA,"12,600"
2024,Dane,Madison,76,26,Kanopy Dance Theatre,CPP/PRA,"3,860"
2024,Dane,Madison,76,26,Madison Arts Commission,RGT,"11,500"
2024,Dane,Madison,76,26,Madison Bach Musicians,CPP/PRA,"2,000"
2024,Dane,Madison,76,26,Madison Bach Musicians,CPP/PRA,850
2024,Dane,Madison,76,26,Madison Childrens Museum,CPP/PRA,"6,760"
2024,Dane,Madison,76,26,Madison Flute Club,CPP/PRA,"2,850"
2024,Dane,Madison,76,26,Madison Museum of Contemporary Art,CPP/PRA,"10,980"
2024,Dane,Madison,76,26,Madison Opera,CPP/PRA,"16,830"
2024,Dane,Madison,76,26,Madison Savoyards,CPP/PRA,"2,850"
2024,Dane,Madison,76,26,Madison Symphony Orchestra,CPP/PRA,"19,680"
2024,Dane,Madison,76,26,Madison Youth Choirs,CPP/PRA,"4,520"
2024,Dane,Madison,76,26,Overture Center Foundation,CPP/PRA,"21,540"
2024,Dane,Madison,76,26,TNW Ensemble Theater,CPP/PRA,"3,410"
2024,Dane,Madison,76,26,Wisconsin Chamber Orchestra,CPP/PRA,"8,910"
2024,Dane,Madison,76,26,Wisconsin Youth Symphony Orchestra,CPP/COA,"8,760"
2024,Dane,Madison,77,26,Julia Weaver,FAA,"3,500"
2024,Dane,Madison,77,26,Wisconsin Chamber Choir,CPP/COA,"2,850"
2023,Dane,Madison,77,26,Association of Wisconsin Artists,CPP/COA,790
2023,Dane,Madison,77,26,Association of Wisconsin Artists,CPP/COA,"1,670"
2023,Dane,Madison,77,26,Festival Choir,CPP/COA,"2,460"
2023,Dane,Madison,77,26,"Just Bach Concerts, Inc.",CCP/LAA,"1,500"
2023,Dane,Madison,77,26,Li Chiao-Ping Dance,CPP/PRA,790
2023,Dane,Madison,77,26,Li Chiao-Ping Dance,CPP/PRA,"1,670"
2023,Dane,Madison,77,26,Madison Area Concert Handbells,CPP/COA,"2,460"
2023,Dane,Madison,77,26,UW-Madison Horticulture Department,CCP/FOL,"5,200"
2023,Dane,Madison,77,26,UW-Madison Wisconsin Union Theater,CPP/PRA,"6,540"
2023,Dane,Madison,77,26,Wisconsin Academy of Sciences Arts & Letters,CPP/COA,"2,520"
2023,Dane,Madison,77,26,Wisconsin Chamber Choir,CPP/COA,"2,460"
2023,Dane,Madison,77,26,Nels B. Diller,FAA,"3,500"
2024,Dane,Madison,77,26,Chazen Museum of Art,CPP/PRA,"11,480"
2024,Dane,Madison,77,26,Festival Choir,CPP/COA,"2,850"
2024,Dane,Madison,77,26,Li Chiao-Ping Dance,CPP/PRA,"2,000"
2024,Dane,Madison,77,26,Li Chiao-Ping Dance,CPP/PRA,850
2024,Dane,Madison,77,26,Madison Area Concert Handbells,CPP/COA,"2,850"
2024,Dane,Madison,77,26,Monroe Street Arts Center,CCP/AIE,"2,200"
2024,Dane,Madison,77,26,UW-Madison Horticulture Department,CCP/FOL,"6,000"
2024,Dane,Madison,77,26,Wisconsin Academy of Sciences Arts & Letters,CPP/COA,"2,890"
2024,Dane,Madison,77,26,Association of Wisconsin Artists,CPP/COA,"2,000"
2024,Dane,Madison,77,26,Association of Wisconsin Artists,CPP/COA,850
2024,Dane,Madison,78,26,Cycropia Aerial Dance,CPP/PRA,"2,850"
2024,Dane,Madison,78,26,Dance Wisconsin,CPP/COA,"2,850"
2023,Dane,Madison,78,26,Cycropia Aerial Dance,CPP/PRA,"2,460"
2023,Dane,Madison,78,26,Dance Wisconsin,CPP/COA,"2,460"
2024,Dane,Madison,79,27,Center for Photography at Madison,CPP/COA,"2,850"
2024,Dane,Madison,79,27,Madison Ballet,CPP/PRA,"11,250"
2024,Dane,Madison,79,27,Make Music Madison,CCP/LAA,"6,000"
2024,Dane,Madison,79,27,Music Theatre of Madison,CPP/PRA,"2,850"
2024,Dane,Madison,79,27,Opera for the Young,CPP/PRA,"4,480"
2023,Dane,Madison,79,27,Center for Photography at Madison,CPP/COA,"2,460"
2023,Dane,Madison,79,27,Madison Ballet,CPP/PRA,"9,350"
2023,Dane,Madison,79,27,Make Music Madison,CCP/LAA,"4,800"
2023,Dane,Madison,79,27,Music Theatre of Madison,CPP/PRA,"2,460"
2023,Dane,Madison,79,27,Opera for the Young,CPP/PRA,"3,810"
2024,Dane,Verona,80,27,Jan E. Norsetter,FAA,"3,500"
2024,Dane,Waunakee,81,27,Friends of Wisconsin Singers,CPP/COA,"2,850"
2024,Dane,Madison,81,27,Middleton Community Orchestra,CPP/PRA,"2,850"
2023,Dane,Middleton,81,27,Capital City Theatre,CPP/PRA,"2,460"
2023,Dane,Middleton,81,27,Central Midwest Ballet,CPP/PRA,"2,460"
2023,Dane,Waunakee,81,27,Friends of Wisconsin Singers,CPP/COA,"2,460"
2023,Dane,Madison,81,27,Middleton Community Orchestra,CPP/PRA,"2,460"
2023,Dane,Middleton,81,27,Vanitha Suresh,FAA,"3,500"
2024,Dane,Middleton,81,27,Capital City Theatre,CPP/PRA,"2,850"
2024,Dane,Middleton,81,27,Central Midwest Ballet,CPP/COA,"2,850"
2023,Waukesha,Waukesha,82,28,Greater Milwaukee El Sistema,CCP/AIE,"5,240"
2023,Waukesha,Waukesha,82,28,Waukesha Civic Theatre,CPP/COA,"10,210"
2024,Waukesha,Waukesha,82,28,Greater Milwaukee El Sistema,CCP/AIE,"5,750"
2024,Waukesha,Waukesha,82,28,Waukesha Civic Theatre,CPP/COA,"11,080"
2023,Waukesha,Waukesha,83,28,Waukesha Choral Union,CPP/COA,"2,460"
2024,Waukesha,Waukesha,83,28,Waukesha Choral Union,CPP/COA,"2,850"
2023,Marathon,Wausau,85,29,Community Foundation of North Central Wisconsin,RGT,"19,000"
2023,Marathon,Wausau,85,29,Leigh Yawkey Woodson Art Museum,CPP/PRA,"4,010"
2023,Marathon,Wausau,85,29,Leigh Yawkey Woodson Art Museum,CPP/PRA,"10,770"
2023,Marathon,Wausau,85,29,Performing Arts Foundation,CPP/PRA,"10,510"
2023,Marathon,Wausau,85,29,Rise Up Central Wisconsin,CCP/LAA,"4,600"
2023,Marathon,Wausau,85,29,Wausau Conservatory of Music,CPP/PRA,"3,880"
2023,Marathon,Wausau,85,29,Wausau Symphony & Band,CPP/COA,790
2023,Marathon,Wausau,85,29,Wausau Symphony & Band,CPP/COA,"1,670"
2024,Marathon,Wausau,85,29,Community Foundation of North Central Wisconsin,RGT,"19,000"
2024,Marathon,Wausau,85,29,Leigh Yawkey Woodson Art Museum,CPP/PRA,"6,540"
2024,Marathon,Wausau,85,29,Leigh Yawkey Woodson Art Museum,CPP/PRA,"10,230"
2024,Marathon,Wausau,85,29,Performing Arts Foundation,CPP/PRA,"11,390"
2024,Marathon,Wausau,85,29,Wausau Conservatory of Music,CPP/PRA,"2,850"
2024,Marathon,Wausau,85,29,Wausau Symphony & Band,CPP/COA,850
2024,Marathon,Wausau,85,29,Wausau Symphony & Band,CPP/COA,"2,000"
2024,Wood,Oshkosh,86,29,Pamela I. Rucinski,FAA,"3,500"
2024,Marathon,Spencer,86,29,Lucille Tack Center for the Arts,CPP/PRA,"2,850"
2024,Wood,Marshfield,86,29,Central Chamber Chorale,CPP/COA,"2,850"
2023,Marathon,Spencer,86,29,Lucille Tack Center for the Arts,CPP/PRA,790
2023,Marathon,Spencer,86,29,Lucille Tack Center for the Arts,CPP/PRA,"1,670"
2023,Wood,Marshfield,86,29,Central Chamber Chorale,CPP/COA,790
2023,Wood,Marshfield,86,29,Central Chamber Chorale,CPP/COA,"1,670"
2023,Wood,Oshkosh,86,29,Pamela I. Rucinski,FAA,"3,500"
2023,Marathon,Schofield,87,29,Wausau Community Theatre,CPP/COA,790
2023,Marathon,Schofield,87,29,Wausau Community Theatre,CPP/COA,"1,670"
2023,Brown,Green Bay,88,30,Green Bay Boy Choir and Girl Choir,CPP/COA,"2,460"
2024,Brown,Green Bay,88,30,Green Bay Boy Choir and Girl Choir,CPP/COA,"2,850"
2023,Brown,Oneida,89,30,Oneida Nation Arts Program,RGT,"11,500"
2024,Brown,Green Bay,90,30,UW-Green Bay Theatre on the Bay,XSA,"2,500"
2023,Brown,Green Bay,90,30,UW-Green Bay,CPP/PRA,"9,010"
2024,Brown,Green Bay,90,30,Weeya M. Calif,FAA,"3,500"
2024,Brown,Green Bay,90,30,"Downtown Green Bay Charities, Inc.",CCP/LAA,"6,000"
2024,Brown,Green Bay,90,30,"Play by Play Theatre, Inc.",CCP/AIE,"2,000"
2024,Brown,Green Bay,90,30,UW-Green Bay,CPP/PRA,"9,080"
2024,Eau Claire,Eau Claire,91,31,Eau Claire Area Convention & Visitors Bureau,RGT,"8,500"
2024,Eau Claire,Eau Claire,91,31,"Sculptures Eau Claire, Inc.",CCP/LAA,"6,000"
2023,Eau Claire,Eau Claire,91,31,Chippewa Valley Symphony,CPP/PRA,"2,460"
2023,Eau Claire,Eau Claire,91,31,Eau Claire Area Convention & Visitors Bureau,RGT,"8,500"
2023,Eau Claire,Eau Claire,91,31,Eau Claire Chamber Orchestra,CPP/PRA,"2,460"
2023,Eau Claire,Eau Claire,91,31,Eau Claire Musical Arts Society,CPP/COA,"2,460"
2024,Eau Claire,Eau Claire,91,31,"Confluence Council, Inc.",CCP/LAA,"6,000"
2024,Eau Claire,Eau Claire,91,31,Eau Claire Chamber Orchestra,CPP/PRA,"2,850"
2024,Eau Claire,Eau Claire,91,31,Eau Claire Musical Arts Society,CPP/COA,"2,850"
2024,Eau Claire,Eau Claire,91,31,Nichole Ray,FAA,"2,500"
2023,Chippewa,Chippewa Falls,92,31,Chippewa Valley Cultural Association,CPP/PRA,790
2023,Chippewa,Chippewa Falls,92,31,Chippewa Valley Cultural Association,CPP/PRA,"1,670"
2023,Dunn,Menomonie,92,31,"Mabel Tainter Literary, Library & Educational Society",CPP/PRA,790
2023,Dunn,Menomonie,92,31,"Mabel Tainter Literary, Library & Educational Society",CPP/PRA,"1,670"
2024,Eau Claire,Eau Claire,92,31,Chippewa Valley Symphony,CPP/PRA,"2,850"
2024,Eau Claire,Eau Claire,92,31,Chippewa Valley Theatre Guild,CPP/COA,"2,210"
2024,Eau Claire,Eau Claire,92,31,Chippewa Valley Theatre Guild,CPP/COA,"1,000"
2023,Eau Claire,Eau Claire,93,31,Chippewa Valley Theatre Guild,CPP/COA,880
2023,Eau Claire,Eau Claire,93,31,Chippewa Valley Theatre Guild,CPP/COA,"1,830"
2024,Crawford,Prairie du Chien,49,32,Prairie du Chien School District,XSA,"2,500"
2023,La Crosse,La Crosse,95,32,La Crosse Chamber Chorale,CPP/COA,"2,460"
2023,La Crosse,La Crosse,95,32,La Crosse Community Theatre,CPP/COA,"10,090"
2023,La Crosse,La Crosse,95,32,Pump House Regional Arts Center,CPP/PRA,"3,440"
2024,La Crosse,La Crosse,95,32,La Crosse Chamber Chorale,CPP/COA,"2,850"
2024,La Crosse,La Crosse,95,32,La Crosse Community Theatre,CPP/COA,"11,940"
2024,La Crosse,La Crosse,95,32,Pump House Regional Arts Center,CPP/PRA,"4,170"
2024,Monroe,Sparta,95,32,County of Monroe,XSA,"2,500"
2023,La Crosse,La Crosse,96,32,Viterbo College,CPP/PRA,"7,760"
2023,Vernon,Viroqua,96,32,Artists and Friends,CPP/COA,790
2023,Vernon,Viroqua,96,32,Artists and Friends,CPP/COA,"1,670"
2023,Vernon,Viroqua,96,32,McIntosh Memorial Library,CCP/FOL,"5,100"
2024,Vernon,Viroqua,96,32,Artists and Friends,CPP/COA,"2,000"
2024,Vernon,Viroqua,96,32,Artists and Friends,CPP/COA,850
2023,Waukesha,Genesee Depot,97,33,Ten Chimneys Foundation,CPP/PRA,"1,750"
2023,Waukesha,Genesee Depot,97,33,Ten Chimneys Foundation,CPP/PRA,"8,560"
2024,Waukesha,Genesee Depot,97,33,Ten Chimneys Foundation,CPP/PRA,"1,310"
2024,Waukesha,Genesee Depot,97,33,Ten Chimneys Foundation,CPP/PRA,"9,000"
2024,Washington,Hartford,98,33,Schauer Arts & Activities Center,CPP/PRA,"7,390"
2023,Washington,Hartford,98,33,Schauer Arts & Activities Center,CPP/PRA,"5,350"
2023,Dane,Madison,,,World Premiere Wisconsin,XSA,"3,900"
2023,St. Paul MN,Minneapolis,,,Arts Midwest,XSA,"36,348"